target,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,year,day_of_year,day_of_month
204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,47.3621,-122.11,1010,12635,2014,237,25
1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,47.6303,-122.215,3390,20158,2014,163,12
1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,47.6525,-122.16,3530,38917,2014,255,12
325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,47.7362,-122.179,1640,4745,2015,5,5
571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,47.7168,-122.287,1510,7807,2014,161,10
360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,47.3608,-122.036,2420,5000,2014,191,10
349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,47.3511,-122.073,1940,50529,2015,75,16
832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,47.5822,-121.987,3240,35020,2014,309,5
380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,47.6034,-122.125,1680,7500,2014,286,13
480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,47.5636,-122.394,890,5060,2015,110,20
410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,47.7073,-122.34,1130,5693,2014,160,9
720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,47.342,-122.025,3350,39750,2015,82,23
390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,47.3512,-122.008,2350,5363,2014,336,2
360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,47.349,-122.031,1870,6405,2014,356,22
355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,47.5474,-122.291,1720,6720,2014,301,28
356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,47.4811,-122.149,1850,8797,2015,28,28
315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,47.7264,-122.31,1570,7203,2014,153,2
940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,47.6337,-122.365,2020,4800,2014,318,14
305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,47.2909,-122.189,1590,8165,2014,307,3
461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,47.5228,-122.199,1900,7349,2014,169,18
215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,47.518,-122.194,1950,2025,2014,139,19
335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,47.5394,-122.387,1030,1106,2014,247,4
243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,47.2897,-122.372,1980,7510,2014,142,22
1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,47.6506,-122.391,2520,6250,2015,70,11
153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,47.322,-122.351,1350,10500,2015,57,26
430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,47.687,-122.386,1570,4500,2014,206,25
700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,47.687,-122.386,1570,4500,2014,357,23
905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,47.5873,-122.249,1950,6045,2014,251,8
247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,47.3576,-122.277,1750,15616,2015,89,30
199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,47.3036,-122.378,1160,6400,2014,255,12
314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,47.4109,-121.958,1650,135036,2014,192,11
437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,47.4838,-121.714,2550,35065,2014,136,16
850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,47.6415,-122.315,2200,4500,2014,162,11
555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,47.6775,-122.372,1610,3478,2014,300,27
699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,47.7731,-122.08,2570,47777,2014,346,12
1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,47.5814,-122.196,2370,8113,2014,280,7
290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,47.4375,-122.184,1640,14910,2014,267,24
375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,47.4431,-122.133,2250,8162,2015,92,2
460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,47.6878,-122.38,1240,4005,2014,143,23
188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,47.3813,-122.322,1270,4966,2014,204,23
680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,47.7304,-122.082,2990,35001,2015,64,5
470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,47.6417,-122.109,2500,9433,2014,239,27
597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,47.5386,-122.053,1940,9636,2014,206,25
570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,47.6823,-122.349,1380,3536,2015,63,4
272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,47.3624,-122.031,1540,11656,2014,259,16
329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,47.5474,-122.295,2090,5500,2014,328,24
480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,47.3183,-122.253,2640,8517,2014,301,28
740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,47.6981,-122.368,1830,6350,2014,325,21
518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,47.6824,-122.347,1620,3166,2014,177,26
205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,47.5009,-122.248,1190,6780,2014,174,23
171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,47.4965,-122.303,1880,9000,2015,8,8
535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,47.587,-122.294,1610,4040,2015,131,11
660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,47.7728,-122.386,2340,10856,2015,2,2
391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,47.7288,-122.226,1580,9104,2014,323,19
395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,47.6999,-122.364,1710,6000,2015,96,6
445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,47.5299,-122.266,1850,4400,2014,308,4
770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,47.6897,-122.098,2700,13992,2014,169,18
1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,47.6141,-122.212,3060,11275,2015,61,2
445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,47.5091,-122.244,2660,8712,2014,198,17
260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,0,47.3129,-122.39,2090,8400,2014,198,17
822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,0,47.6763,-122.352,1700,4960,2014,164,13
430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004,0,47.5319,-121.85,1970,3748,2015,96,6
212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,47.2761,-122.152,1420,7680,2015,5,5
660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,47.5343,-122.054,2060,9793,2015,118,28
784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,47.697,-122.072,2480,88500,2014,163,12
453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,47.5517,-121.998,1690,1662,2014,132,12
675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,47.6734,-122.38,1540,2285,2015,26,26
199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,47.3257,-122.296,1550,19265,2014,225,13
220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,47.3309,-122.299,1750,8140,2014,217,5
452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,47.7689,-122.266,1550,10436,2014,149,29
382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,47.7135,-122.287,1060,5715,2014,188,7
519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,47.6722,-122.381,1350,1310,2014,127,7
665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,47.6338,-122.358,1170,3600,2014,178,27
527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968,0,47.5707,-122.128,2820,9375,2014,189,8
205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,0,47.4563,-122.171,1610,8579,2015,128,8
420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,0,47.7144,-122.351,1560,7940,2015,105,15
500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,47.5495,-122.174,2230,8824,2015,58,27
921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994,0,47.7421,-122.026,2840,87991,2014,337,3
890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,0,47.6354,-122.353,2200,4000,2014,176,25
430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,47.5262,-121.943,1940,193842,2014,218,6
258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,47.3887,-122.286,1360,18000,2014,303,30
511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,47.6873,-122.336,1450,4599,2014,308,4
532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,0,47.6838,-122.353,1500,3090,2014,232,20
560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,47.655,-122.359,1420,5000,2015,99,9
282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,47.3255,-122.304,1680,8633,2015,90,31
2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006,0,47.562,-122.162,3160,9750,2015,91,1
350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,47.679,-122.3,1010,5100,2014,136,16
215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967,0,47.4479,-122.176,1190,7669,2014,209,28
650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2500,1460,1996,0,47.525,-122.172,2640,13675,2014,324,20
320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967,0,47.3135,-122.369,1980,7875,2014,219,7
247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,47.2086,-121.996,1160,7198,2014,317,13
320000.0,4,1.75,1760,11180,1.0,0,0,4,8,1760,0,1968,0,47.4715,-122.118,1730,11180,2014,276,3
255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,1962,0,47.4877,-122.335,1010,11680,2014,127,7
438000.0,3,1.75,1780,9660,1.0,0,0,3,7,1780,0,1962,0,47.7171,-122.193,1200,9660,2015,68,9
900000.0,3,2.5,3400,16603,2.0,0,0,3,10,3400,0,2000,0,47.6012,-122.023,3400,12601,2015,63,4
441000.0,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,1979,0,47.7319,-122.224,1710,8152,2014,171,20
420000.0,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,1975,0,47.4582,-122.023,2110,36590,2014,224,12
370000.0,3,1.75,1580,7000,1.0,0,0,3,7,1180,400,1976,0,47.7209,-122.168,1640,7500,2014,342,8
269950.0,2,1.75,1340,7250,1.0,0,0,5,5,700,640,1949,0,47.408,-122.327,1830,9750,2015,50,19
807100.0,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,1999,0,47.565,-122.125,2920,4500,2015,83,24
653000.0,3,2.5,2680,9750,1.0,0,0,4,8,1610,1070,1979,0,47.7028,-122.231,2480,8750,2014,156,5
371500.0,3,2.0,1370,8336,1.0,0,0,5,7,1370,0,1964,0,47.7458,-122.331,1770,7288,2014,162,11
284000.0,3,1.75,1560,21000,1.0,0,0,3,7,1560,0,1954,0,47.4776,-122.337,1070,7920,2015,75,16
272000.0,3,1.75,2160,7140,1.0,0,0,4,7,1670,490,1978,0,47.3026,-122.374,1930,7350,2015,2,2
313000.0,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,47.7658,-122.339,1480,7940,2014,122,2
917500.0,4,2.5,3880,35003,2.0,0,0,3,10,2570,1310,1984,0,47.6477,-122.182,3740,35230,2015,16,16
673000.0,4,2.25,2590,8190,2.0,0,0,4,8,2590,0,1980,0,47.5619,-122.125,2260,8335,2014,272,29
425000.0,3,2.5,1120,1100,2.0,0,0,3,8,820,300,2008,0,47.6106,-122.31,1590,1795,2015,41,10
399950.0,5,2.75,1970,5400,1.0,0,0,3,7,1320,650,1986,0,47.5868,-122.308,1280,2150,2014,190,9
385000.0,3,1.0,1220,4800,1.0,0,0,3,6,1220,0,1901,0,47.6101,-122.307,1200,4800,2014,150,30
269950.0,3,1.5,1950,7560,1.0,0,2,4,7,1320,630,1975,0,47.1976,-121.999,1950,8941,2014,321,17
330000.0,2,1.0,1350,8220,1.0,0,0,3,7,1060,290,1949,0,47.7224,-122.358,1540,8280,2015,7,7
260000.0,3,2.5,1670,5797,2.0,0,0,3,7,1670,0,1988,0,47.3505,-122.179,1670,6183,2014,206,25
470000.0,4,3.0,2380,5125,1.5,0,0,4,7,1680,700,1925,0,47.5384,-122.376,1410,5375,2015,104,14
589000.0,4,3.0,2440,9600,2.0,0,0,5,7,2440,0,1961,0,47.7044,-122.2,2290,9600,2014,164,13
163500.0,2,1.5,1050,3419,2.0,0,0,3,7,1050,0,1996,0,47.3848,-122.039,1050,3417,2014,204,23
835000.0,4,2.75,3130,13412,2.0,0,0,3,9,2140,990,1993,0,47.6993,-122.102,2260,9984,2014,248,5
1095000.0,5,3.0,4090,12850,1.0,0,2,4,10,2090,2000,1986,0,47.6627,-122.188,2540,10270,2014,325,21
269000.0,4,1.75,1490,10000,1.0,0,0,4,8,1100,390,1969,0,47.3099,-122.379,2190,8910,2015,105,15
560000.0,3,2.5,1900,8744,2.0,0,0,3,8,1900,0,1987,0,47.62,-122.043,2030,8744,2014,125,5
615000.0,4,1.0,1330,2400,1.5,0,0,4,6,1330,0,1901,0,47.65,-122.34,1330,4400,2015,108,18
585188.0,3,2.25,2230,10026,1.0,0,0,3,8,1430,800,1975,0,47.6647,-122.153,2230,9340,2014,339,5
305000.0,3,1.75,1650,9480,1.0,0,0,3,7,1220,430,1977,0,47.726,-122.191,1540,8400,2014,230,18
166950.0,3,1.0,1190,8820,1.0,0,0,3,6,1190,0,1959,0,47.4616,-122.184,1230,7980,2014,309,5
799000.0,3,2.5,2140,9897,1.0,0,0,4,8,2140,0,1959,0,47.5505,-122.219,2680,10083,2014,255,12
400000.0,3,2.5,2180,7508,1.0,0,0,4,7,1420,760,1962,0,47.7606,-122.336,1900,7818,2014,176,25
230000.0,3,1.0,1060,10228,1.0,0,0,3,7,1060,0,1948,0,47.7481,-122.3,1570,10228,2014,335,1
256883.0,3,2.5,1690,5025,2.0,0,0,3,8,1690,0,2003,0,47.2779,-122.347,2550,5001,2014,135,15
423000.0,4,2.0,1970,6480,1.5,0,0,5,7,1130,840,1920,0,47.5511,-122.312,1500,6480,2014,315,11
465000.0,3,2.5,2150,4084,2.0,0,0,3,8,2150,0,2007,0,47.5488,-122.372,1750,2385,2014,204,23
440000.0,3,2.5,1910,66211,2.0,0,0,3,7,1910,0,1997,0,47.5385,-121.911,2330,67268,2015,13,13
385000.0,3,1.75,1350,155073,1.0,0,0,4,7,1350,0,1969,0,47.4058,-121.994,1560,50965,2014,287,14
210000.0,3,1.0,860,11725,1.0,0,0,4,6,860,0,1943,0,47.5093,-122.184,1300,9514,2015,70,11
297000.0,3,2.5,1940,14952,2.0,0,0,3,8,1940,0,1994,0,47.3777,-122.165,2030,10450,2014,316,12
470000.0,3,1.0,1010,5000,1.0,0,0,3,7,1010,0,1952,0,47.675,-122.394,1680,5000,2014,197,16
226500.0,3,1.5,1300,7370,1.0,0,0,4,7,900,400,1976,0,47.3025,-122.37,1430,7500,2014,216,4
274250.0,3,1.0,910,8450,1.0,0,0,4,6,910,0,1962,0,47.4787,-122.158,1400,8040,2015,62,3
840000.0,4,1.75,2480,11010,1.0,0,0,4,9,1630,850,1966,0,47.5378,-122.219,2770,10744,2014,216,4
677900.0,3,2.5,2440,4587,2.0,0,0,3,8,2440,0,2010,0,47.7073,-122.114,2750,4587,2014,262,19
425000.0,3,1.0,1010,5864,1.0,0,0,3,7,1010,0,1915,0,47.5733,-122.381,1290,5000,2015,36,5
180250.0,2,0.75,900,9600,1.0,0,0,3,6,900,0,1941,0,47.4604,-122.339,1250,14280,2014,327,23
464000.0,6,3.0,2300,3404,2.0,0,0,3,7,1600,700,1920,1994,47.7067,-122.343,1560,1312,2014,198,17
320000.0,4,2.25,1550,7579,2.0,0,0,3,8,1550,0,1993,0,47.354,-122.047,1630,6397,2015,112,22
625504.0,3,2.25,1270,1566,2.0,0,0,3,8,1060,210,2014,0,47.6647,-122.284,1160,1327,2014,198,17
592500.0,4,2.5,2240,12032,1.0,0,0,3,9,2240,0,1983,0,47.6143,-122.017,2520,12368,2014,135,15
465000.0,3,2.5,2714,17936,2.0,0,0,3,9,2714,0,2005,0,47.3185,-122.275,2590,18386,2015,14,14
477000.0,4,2.75,1720,6270,2.0,0,0,3,8,1720,0,1978,0,47.5458,-122.268,2130,8700,2014,147,27
280000.0,2,1.0,850,16400,1.0,0,0,3,6,850,0,1923,0,47.4889,-122.299,1100,14459,2015,15,15
1505000.0,5,3.0,3300,33474,1.0,0,3,3,9,1870,1430,1957,1991,47.5673,-122.21,3836,20953,2015,52,21
445838.0,3,2.5,2250,5692,2.0,0,0,3,8,2250,0,2000,0,47.5133,-122.379,1320,5390,2014,184,3
1072000.0,2,2.25,3900,14864,1.0,0,3,3,8,1950,1950,1947,0,47.5884,-122.291,2580,5184,2014,240,28
467000.0,2,1.5,1320,10800,1.0,0,0,4,8,1320,0,1947,0,47.7145,-122.367,2120,12040,2014,296,23
686000.0,4,2.5,2760,6440,2.0,0,0,3,10,2760,0,1999,0,47.5836,-122.026,3070,8127,2014,234,22
279950.0,3,2.0,1750,9750,1.0,0,0,3,7,1350,400,1961,0,47.398,-122.299,1900,10125,2014,156,5
